rep,id,eta_ktr,eta_ka,eta_cl,eta_v,eta_emax,eta_ec50,eta_kout,eta_e0
8,2,-0.750517117372201,-0.43235444690488,-0.168350731972936,0.088498519103505,-0.0984424266337553,0.396250878857299,-0.162727969050972,0.0465729633318809
9,2,0.230148024912069,-0.858308631226303,-0.101191527318961,0.0925862464780411,-0.119934016169048,0.306382347338669,-0.126298846306308,0.0393153441910571
10,2,-0.700579645238988,0.185512888224207,-0.217565256938618,-0.0848863050777395,-0.344183693078163,0.40261919128088,-0.054966490611443,0.0377793165972526
1,3,-0.435651535581558,-0.186409546006137,-0.0730632071551208,-0.109516895828408,0.130341232525986,0.532184296287879,0.0569130131836093,0.0498092486012568
2,3,-0.547447187274537,0.154695657697719,-0.0317115288260908,-0.0823938953136734,-0.313500969405858,0.605269004850324,-0.0021831127794948,0.0267731808199775
3,3,-0.793371159824955,0.524951783536387,0.0209661064447258,-0.110027013141849,0.208475319157708,0.248758545083118,-0.0709094926879346,0.0342159274113988
4,3,-0.195379501574331,-0.181639415320541,0.0138936263502761,-0.00191165696835854,-0.500004900178471,0.311061520408784,0.0459829512655465,0.0199204948330114
5,3,-0.375637165567087,-0.0681423320634659,0.00357294216791055,-0.0239652339657235,-0.447750065143022,0.380187029352886,0.134184024023855,0.0284771440241639
6,3,-0.473061814937361,0.478740447262493,-0.0626031235752563,0.0186763479617822,0.0481467330266973,0.682943675906114,0.0935173036518377,0.0311740562563733
7,3,-0.811658475310871,0.506187182991303,0.00982848525633207,-0.120046758339149,-0.0872154447332551,0.323054947588283,0.058057817848616,0.062348286945432
8,3,0.159459313016584,-0.257467564499756,0.0343344990668226,0.0144258946172941,0.137413230415588,0.469743579559405,-0.0523164680151876,0.0321044705034957
9,3,0.46898552026766,-0.288263924557421,0.047617456601557,-0.0202421511740697,0.226029592716177,0.363513554805253,-0.0282628202125907,0.0770145440259419
10,3,-0.102080873771445,-0.314146721871555,-0.00429194983776231,-0.0682473739635865,0.372860844781852,0.502734421258745,-0.00653152628774796,0.0257795572111057
1,4,0.247213335111265,0.233698333170188,-0.0872408726106675,0.115877827090694,-0.0249364989699927,-0.870238804082786,-0.0422164378065557,0.0415676877571341
2,4,0.0988797416040909,0.22625002220441,-0.16360631807758,0.133185256505463,-0.279067710693159,-1.07877404994128,0.0128252942085202,0.0913719044823482
3,4,0.268577697961933,0.125255999451469,-0.20923325444558,0.124208277155636,-0.377365646194883,-0.762268505616675,-0.0239603501647662,0.00602002068951762
4,4,1.3566745693574,-0.395359604440561,-0.185877622219071,0.124541045785131,-0.138150691435297,-1.15753207686313,0.00346790614044118,0.000864274570136062
5,4,1.00653238681612,-0.571959015816679,-0.0862699124734853,0.14830675998939,0.236196126983679,-0.916997840737561,0.00817107982738837,0.0704580184315967
6,4,0.569983801010851,0.650399371851198,-0.101188956246612,0.178848085829978,-0.38301215190257,-0.651144832837796,0.0134506763728094,-0.068167337244306
7,4,-0.162486515698619,0.111164027918075,-0.26839216569395,0.119352381686633,-0.262369562703007,-0.852127169351402,-0.00133850647807932,0.026065871090373
8,4,-0.20843133739177,0.551398815358854,-0.330456900873797,0.10803534033861,0.324530462040952,-0.512823185297698,0.0401986074431145,0.0587091481758163
9,4,0.108327948169922,-0.0286286424920274,-0.267943749923307,0.149606882418495,0.243647259881629,-0.681398626705393,0.050671266391018,0.00270363343731599
10,4,0.0603638767721494,-0.0664817305036104,-0.230206161745437,0.0780940215844704,0.180401836315579,-0.855304833692981,-0.0865681661417023,-0.00310714998060439
1,5,-0.149442874377469,0.148477052330032,-0.625736167534039,-0.400894555568849,0.0929677293778113,0.276054720363438,-0.00403445913067083,-0.0635595220989398
2,5,-0.027873962730447,0.759473211333224,-0.532090103070288,-0.3704859464587,0.754783189364265,0.237090923649088,-0.0271507790564874,-0.0679624122736158
3,5,-0.673083056821573,0.703730779913074,-0.618664830092763,-0.427281692937725,-0.339468928583428,0.297508283665097,0.0194362753068111,-0.0645928782139143
4,5,0.00886365364900582,0.575888040560031,-0.500656066801773,-0.382182242122654,0.922765583220856,0.178863128372993,-0.0152074098797684,-0.0421062417254341
5,5,0.336802141394581,-0.113431804374667,-0.672245779084266,-0.406713526901287,0.0820846053125923,0.481769068436274,-0.00416541404204112,-0.0866667377611748
6,5,1.06522086039268,0.591943272115339,-0.624343315686266,-0.394330304022886,0.193366089055026,0.212565571914276,0.00234745708127483,-0.0615789874825682
7,5,-0.222041564562447,0.342453558384327,-0.538998214823522,-0.520579663753355,0.0680845669000228,0.125523008257226,-0.10632108141863,-0.100144130100863
8,5,1.60505576479039,0.399554954751448,-0.505484142417712,-0.408996256842353,-0.100921350026799,0.0106926073320686,-0.074937769888111,-0.0970383290215498
9,5,0.6583175452358,0.316650382286034,-0.562093440212588,-0.427919481207515,0.502744053201099,0.069358515864949,-0.0637750042623171,-0.0410120747514297
10,5,0.0566269932010038,0.507762521782418,-0.584866076317206,-0.487198389752366,-0.076196143074734,0.303247086573311,-0.123443227973098,-0.0898393789088971
1,6,0.259018486933882,-0.636568015407069,0.175403384914287,0.352517436848939,-0.367474933175459,-0.325879253544972,0.00736566632264742,-0.0214336225623763
2,6,-0.332645998809707,0.597447802122176,0.0299217736934534,0.413895316406808,-0.234414454964957,-0.363024161142249,0.0396135668405059,0.0327138647374857
3,6,-0.126317925806747,0.143367726796115,0.318843872370783,0.46473699933819,0.422553036804696,-0.724114708807668,0.019440711978209,-0.00575447589197144
4,6,0.169104622352312,-0.23281119109555,0.2100001982414,0.545150882104722,0.387426942405413,-0.387751662705,-0.00416273871823114,-0.017315316974999
5,6,1.90456650112251,-0.81625675663127,0.14467719859689,0.421630789621469,0.40294789454428,-0.525735207087336,-0.032283927480374,0.00997638926648978
6,6,-0.720521262672768,-0.24192581394184,0.0422100453553151,0.446549653938734,0.837680101099636,-0.234756697388679,-0.142343753944703,0.0124978022894313
7,6,-0.995327442459807,-0.183855601124669,0.253749767125494,0.326390633660754,-0.223926983180805,-0.789262410137841,-0.0271539947062084,0.028784821501153
8,6,-0.0300922105628923,-0.0233673805337089,0.0600993608765573,0.483234320736405,-0.653669801130713,-0.518074289130899,-0.0542493629892691,0.0474424142231184
9,6,-0.305659372952681,0.129886514579446,0.144335151417664,0.397348640453646,0.161598793016854,-0.824570939606499,2.84751311559993e-05,0.017128290194975
10,6,0.0689828196442309,-0.433915853608363,0.158098086288092,0.313864798216391,-0.293921875703543,-0.400001433951644,-0.0920737653970485,0.0137896143247879
1,7,-0.336027017583623,0.046396518543475,0.544430046525231,-0.369057743038568,-0.191403408223023,0.392624251427935,0.116544678396379,0.066251824775564
2,7,0.840291457220837,0.312613052212538,0.63315760474191,-0.366253908501674,0.241962239625306,0.147682616179631,0.0104006453936462,0.0771744559215939
3,7,0.891380549697465,0.942072412486131,0.54763191571112,-0.251525618751733,0.251830631587129,0.47419804766434,0.203103089945849,0.0967611786600078
4,7,0.120494943510495,0.081497552367371,0.577772327097565,-0.350923419604599,-0.22615110352852,0.312343809016924,0.14465007307375,0.0884634828431637
5,7,-0.334420835736203,0.983219924313999,0.695515898438698,-0.391511339255391,-0.971314458006945,-0.156846650727763,0.087331228622137,0.0557779385021057
6,7,1.82859501089743,-0.824927609413622,0.638651135343713,-0.460920849709235,-0.0277555268248447,0.283715050584145,0.136639015135836,0.0264914102526499
7,7,0.253338530660503,0.405048625158615,0.543234222701852,-0.320761339532702,-0.452936846901973,0.222642517099595,0.110359290825022,0.0877186217363206
8,7,0.554061576745607,-0.280709994767742,0.621228988643408,-0.322390484859373,0.0342676770219571,0.243549703953058,0.108600065387874,0.0447250564741571
9,7,0.22501371367586,0.000907401977790823,0.65468624297652,-0.381312696400395,0.0752547455161752,0.044212702792899,0.00977228477242522,0.0628652467712371
10,7,1.20857772653707,-0.118482597174968,0.663014797798119,-0.252926211389569,0.357174610845629,-0.00257997798920537,0.111962504226705,0.130755185854729
1,8,0.400138087954671,0.551520873223366,0.298507678966972,0.0127175642753806,-0.277868784312564,-0.290385254770624,0.0455172116755874,-0.0582479646044895
2,8,0.982313857554547,0.969273644974088,0.265375492040287,-0.0258631326773799,0.202356698996753,-0.115577165008268,-0.0685303382053343,-0.0712593878907443
3,8,0.438987313649436,0.10317999059371,0.250859236278318,-0.0629093059509924,0.125427258094485,0.100114068476861,-0.0982771462448475,-0.0617863394028145
4,8,1.25655822160674,0.449523910268305,0.323188851426369,0.00622598767463625,0.575406115093418,-0.111417105769482,-0.0151324163082481,-0.0604943760234676
5,8,1.10371783429625,0.647948190077334,0.241752111849487,0.0205146342889111,-0.144120813791528,0.0336215744165286,0.0126151951386556,-0.055171937351331
6,8,0.643050741818638,1.05132984875698,0.265202991773374,0.0552082966606106,-0.57638164042135,0.00154430423623422,0.0593000731337224,-0.118402119858522
7,8,0.77268066656227,0.727861375289939,0.294740740749303,0.0122557581118895,-0.81064062611792,-0.188716585650662,0.0249591235809266,-0.0385971943640293
8,8,0.410947113257427,0.910916779473791,0.253067568967316,-0.039524429848521,0.428583317683921,-0.016000784029248,-0.025311983079666,-0.0511828954939367
9,8,0.802951794812325,0.518419238097586,0.174588637243267,0.0873325091089862,-0.204122805823671,0.300894290777816,-0.0289086784524909,-0.090912885622203
10,8,0.667752900983948,0.474870127449962,0.245772680000367,0.0106696952981276,-0.318227513525729,-0.0214997043916141,0.0413427056768596,-0.0508002712018042
1,9,-0.427251783361745,-0.525916848019975,-0.237337458502617,-0.432605782954891,-0.11410304868409,-0.24547692067785,0.0746574455790995,-0.0188730367388062
2,9,-0.2761202019754,-0.180789517948338,-0.159595022054538,-0.311529944073928,0.522854546373974,-0.0987812739198887,0.0192011194842486,-0.0147740454895757
3,9,-0.539398950658458,-0.37031117692374,-0.190059053440513,-0.418157696604724,-0.113768581858598,-0.165805010678151,0.0693423808158844,-0.0632750620191748
4,9,-0.322538617712063,-0.516848249049899,-0.188203574473584,-0.340765219395334,-0.294976983417673,-0.0285122047089111,0.0525554624109162,-0.0252844127945503
5,9,0.163192671381526,-0.642933899553631,-0.364397509172366,-0.35513012432487,0.0743089932246573,0.158124349485415,0.0336266861689652,-0.0282768400876085
6,9,0.0329845749389198,-0.516971990555683,-0.24452650168181,-0.34305300489819,-0.240408827426492,0.025437444243533,0.106253033229995,-0.00617284525074056
7,9,-0.76559829501981,0.1364313150421,-0.132505426103376,-0.358440829231405,0.506249342258214,-0.21845051610732,0.0462698526068318,0.00281773208971407
8,9,-0.296807694313675,-0.515071565596164,-0.148013129935086,-0.346322196779963,-0.20399279057039,-0.131515264862741,0.00333958545213442,-0.0950191122315387
9,9,0.266742919923362,-0.753346832207533,-0.215265728591211,-0.365466239426947,0.437911431544336,-0.0175958272546102,0.049442666756393,-0.00395638921526442
10,9,-0.679073065318648,-0.0693816963253674,-0.13976101165256,-0.377274306142176,0.74698548757856,-0.095368648961262,-0.0719856104600495,-0.0463404305200964
1,10,2.04445235826298,0.695132245782243,-0.130413258814299,0.0838785986622702,-0.570202961594735,0.171238840746989,0.0312421046506708,-0.0158513684795157
2,10,-0.383960743946293,0.396679680892297,-0.146307914295224,0.143532095204182,0.709953714268655,-0.0132895884416115,0.00163916657410737,-0.0448032877938954
3,10,0.873480364607591,-0.158629915924643,-0.209264597437886,0.0754734919894749,0.035329478464486,0.0734726878838667,0.105953253347143,0.0148481965380838
4,10,-0.385205329910994,0.0932894149693936,-0.0936577449249388,-0.00111709659864129,0.379606232637235,0.0366597842683366,-0.00809249638948585,-0.0402302060732961
5,10,-0.220252858671647,0.188840873577654,-0.169040887228561,0.173939317358654,-0.337730694972668,0.072650119348872,-0.123151416628215,-0.0622850227974466
6,10,-0.385793606312681,-0.0159503541777903,-0.182088611703148,0.171398749720051,-0.326744550403811,0.00467109610277613,0.0140351735924486,-0.0778968855272575
7,10,0.471692227272172,0.630637030783379,-0.163989244901277,0.247425926160345,0.201593557886157,-0.0345237957117684,0.0478787841857123,-0.0184256345037748
8,10,0.0186251212569025,0.91023237216024,-0.0853415584685165,0.099628055040241,-0.235791669370369,-0.162132456393007,0.0101028247697465,-0.042965125662043
9,10,-0.375006864559445,0.361886451063956,-0.229979390335391,0.420707683578094,-0.336474639991754,0.0115518816249846,0.0618207047478806,-0.0572722804509782
10,10,1.31856066710776,0.644834208335446,-0.0754585137484078,0.180406976462863,-0.759945383442884,-0.122692443703876,0.0475716414664543,-0.0597755888177737
1,11,0.260706365224475,0.270582817120612,-0.0702973346217062,-0.0607587163665184,-0.200126805828645,-0.248988075492336,0.00329097594988036,0.0759074232403714
2,11,0.804485770390284,0.00619704195669829,0.0100578593581092,-0.00109286954799526,-0.143893882281434,-0.364396813395445,-0.0696810537304409,-0.0260832167936876
3,11,0.429368827452599,0.215677972104752,-0.037466494892458,-0.0387727785295176,0.292623739802636,-0.286461895689001,-0.0500744385708355,0.0482320253694211
4,11,-0.0939552194693132,0.600188997816246,-0.107841254721339,-0.0289499470959135,0.70102964517429,-0.22422449223514,-0.0157756579220678,0.00724953165686429
5,11,0.42674812618561,0.241805854350795,0.0276170658447521,-0.0163988400803272,0.239085185251924,-0.377668297429207,-0.0391315045554557,0.0491115167516791
6,11,0.654883362721282,0.519448507809122,-0.0317226673244639,-0.0023095991628786,0.413004927688832,-0.1516903251535,-0.0811767534773319,0.0192649832990723
7,11,0.34979713810226,0.616951108840407,-0.0336438056959835,0.0460618112810803,0.339929809410435,-0.128023967651288,-0.0534806467873152,-0.0238545494937727
8,11,0.40099251104557,0.4995606950717,0.0285004045616313,0.00389382622324957,-0.512474137488053,-0.691892098935449,-0.0819301523388169,0.00189430089071831
9,11,-0.187307143706107,0.771384028951678,-0.0149376557209575,-0.106521294607948,0.186713640964571,-0.286076713994881,0.00245595393598849,0.0290862385854341
10,11,0.642098456667308,0.494880070596247,-0.0500218642242892,0.0612364089867796,0.53054486214376,-0.0699003367197619,0.0188264007061972,0.00768805173820166
1,12,-1.32180287710884,-0.74999390369384,-0.0302041149026528,-0.206246444602494,-0.236543080660194,-0.0751931897778814,0.0752032536776201,-0.106674279967115
2,12,-1.20883492307343,-1.02942336331821,0.0208692167210472,-0.138198028360079,-0.145345661159777,-0.809001965708331,0.0701525185934103,-0.0271066644793244
3,12,-1.10153941032815,-0.867612556768218,0.0013347941217533,-0.135467621484526,-0.197239051163563,-0.652192631900343,0.180268996087414,-0.0812222587724117
4,12,-1.77022014568807,-0.588445796942225,-0.0158327399728438,-0.237163566004272,-0.536523455623361,-0.408777159431939,0.121324867060113,-0.0618108696679636
5,12,-1.04627023562516,-1.37667119429232,0.124604027474141,-0.298151435718341,-0.582801755220928,-0.62589742502898,0.0640494398643756,-0.0701200463917231
6,12,-1.45963159553835,-0.750846044338536,0.00452166940635843,-0.108921895345462,0.328842326664981,-0.242282142348504,0.0736721056484529,-0.0809614430880851
7,12,-0.974587687358986,-1.04675916334523,-0.00677382936456074,-0.126919119968038,-0.0486238622084039,-0.165152549293602,-0.00766086469740926,-0.0872339984090552
8,12,-1.33716224698586,-0.805022952253066,0.0677258194971015,-0.161841363011996,0.329209578440395,-0.490180629478163,0.0291793300147385,-0.129293682968359
9,12,-1.3526821805008,-0.777581602901538,0.0942734405758583,-0.214463620559074,-0.169439343733081,-0.0127634777797577,0.185836772195047,-0.109824115920012
10,12,-1.52885464059563,-0.715749449717379,-0.0146117930733627,-0.192406537125992,-0.0785538377852441,-0.759054979299063,0.00956672589242842,-0.0643945545478906
1,13,0.387589280407454,-0.197303277836156,0.313023254775673,0.187519964241263,-0.0211500915792913,-0.446516991738089,-0.120848080733419,-0.102604030956947
2,13,-0.0722681046674861,-0.210678820971838,0.199946843269042,0.142230740712733,0.192801380228955,-0.540338583606458,-0.106881084131446,-0.0243031212289781
3,13,-0.225332539722082,0.451427002247085,0.183403928908108,0.100077080870882,0.775811395072697,-0.284265858501217,-0.0664888503044779,-0.0660110110942709
4,13,-0.494113720245154,0.247670192064189,0.277860700357668,0.10049948403516,-0.386241238337732,-0.685414339801992,-0.083324342283734,-0.000756937590254634
5,13,0.293420470773467,-0.0946843211988317,0.289606792311511,0.096183048662052,0.0181602290717648,-0.782746979275572,-0.150910399112884,-0.0466297121182603
6,13,-0.40539683284999,-0.0147533419389232,0.214952804479275,0.0278198185927125,-0.384370446400239,-0.590744057417278,-0.132872993601009,-0.041106537296074
7,13,-0.40285326155294,0.2115154865379,0.358540657134852,0.198802299720182,0.0294970098326342,-0.83895069190288,-0.0895259818674003,-0.0536563456442033
8,13,0.364063180965222,-0.332496814600549,0.23234148610761,0.0786175371235668,-0.0106166188158004,-0.676627628160373,-0.0573991612325014,-0.0185615073367567
9,13,-0.920961046783212,0.817574017158071,0.227219527119862,0.160928001355212,0.483456287325933,-0.4596873784104,-0.0216396343372272,-0.0183721128015582
10,13,-0.156317351274603,-0.0925298089919504,0.187216965908672,0.144017329615563,-0.324827087747105,-0.636988619480905,-0.115383381034963,-0.0414348199924822
1,14,0.18003657478056,0.0996197988226987,0.203108386192933,-0.282489096965706,0.355350627251662,0.0426309745701373,-0.0721090305755883,-0.11034669843941
2,14,0.0273641506116759,-0.282893580456821,0.19548220219773,-0.340067877694086,-0.206734039449638,-0.297174416882432,-0.00455959206826959,-0.0441159027349092
3,14,-0.120402727250156,0.00907962763894124,0.0683527128926817,-0.357246353308766,-0.0144383248888683,0.265563204045765,0.025652818265082,-0.124362627273926
4,14,0.559900263074623,-0.0209861509461011,0.142688058280069,-0.216340176849889,-0.131621746944867,0.0968562959386048,0.0682906059848498,-0.0600445065065287
5,14,0.404897310605258,0.05475272732517,0.0628609855526734,-0.313027745207302,-0.140667326122996,-0.0962028010563064,0.00784243534200385,-0.0181194380229283
6,14,-0.0889600296728245,0.264359502013664,0.195321565954796,-0.270303578069048,0.157803177128529,-0.222909698081183,0.023374168635041,-0.0494748368599051
7,14,-0.179655009282522,0.156329316363659,0.0525092516773522,-0.375763554357391,-0.375083322129419,0.00416720574264218,0.0687323087925158,-0.0570399231971466
8,14,0.310262121961267,0.102761230066786,0.219830169001763,-0.247900372492276,0.0736232710331556,-0.280241512277348,0.000513171517219045,-0.0613913220931633
9,14,-0.252026157485891,0.111974135931785,0.178423890002761,-0.327611240163147,0.550812965223448,-0.0183655233031287,0.0142876651161405,-0.048148664320999
10,14,0.443713107405578,-0.281676163960922,0.166036145822444,-0.278687185100057,0.186274461824248,-0.100988253751529,0.00391181168951926,-0.0981317262029239
1,15,0.281984050641049,-0.0149269691046298,-0.293071983083872,-0.230833352367038,-0.0870912514288662,-0.132145304479351,-0.140282072938501,0.0595837096529497
2,15,0.422808889776696,0.340604068823178,-0.288126901340984,-0.102171795135351,-0.0489125897148473,-0.146661499703712,-0.0587697769490493,0.0152862728491731
3,15,0.359206844224337,0.626906388173678,-0.204104937971025,-0.239256041451582,0.480953160082618,-0.127690393427816,-0.0685787501105185,0.000894992179356291
4,15,0.405587625303676,0.800314672555002,-0.353786899515479,-0.170209194310124,0.237329629246705,0.00801223566840097,0.023545871979399,0.0753306236271489
5,15,0.614357764788067,0.019096235028807,-0.373755977274083,-0.147004788112651,0.454744740712153,0.131728121396653,-0.0827864541054667,0.0354073167191707
6,15,0.747814048145178,0.0105403880379049,-0.270524377690083,-0.250916510269986,-0.0124942763951627,-0.0800854425930649,-0.122318669627213,0.0254594885106745
7,15,0.157141053648688,0.495345718820723,-0.398300459968705,-0.149574303539824,0.189941705355396,0.113833903800642,-0.0410989126518478,0.00696257482945885
8,15,0.756974000362942,0.420587459270884,-0.293111646314765,-0.145184101190704,0.256032093508911,-0.28586444793013,-0.0507653105288707,0.0578854733541432
9,15,0.585587826454885,0.219209018711751,-0.18435364450401,-0.0798179246615766,0.116019204493088,-0.229216498222025,-0.0725128782108355,0.0470224049500739
10,15,1.24658298743165,0.354370996560287,-0.275804514380428,-0.0235618482602674,-0.224241559678151,-0.109327999207006,0.0525477107490432,0.059607501486221
1,16,-0.291347462632499,0.846248338609895,-0.319983587729334,-0.329517387645104,0.317376304414859,0.643702063120583,-0.0606438508212835,0.0444106768210928
2,16,-0.490784048592043,0.643172576828946,-0.2832576616858,-0.484453758197577,0.520622482167665,0.582117286819177,0.00700906180735733,0.0454605521274481
3,16,0.855730745545552,0.6759256810479,-0.245818695902654,-0.233014948211984,0.311794414824964,0.769462309828964,-0.0536152682133207,0.0292177540019858
4,16,-1.28384596850456,0.525857732790398,-0.356953087355652,-0.521104500441153,0.228559232349439,1.01267505663315,-0.0198087703531559,-0.0176142205935346
5,16,1.11380605390941,0.130884047455364,-0.348113930287982,-0.24522029787498,0.331751604036485,0.887432623411082,0.0349853887259764,0.0364344312500977
6,16,-0.191088164383707,-0.77280788415153,-0.256142569153383,-0.313394088766332,0.37053466085114,0.687220186630636,0.103841285666588,0.0470763737964377
7,16,0.885025454140602,0.231488768492843,-0.187485831800639,-0.285941507180754,0.0879694658997752,0.600319974085143,-0.156597054628863,0.0534918146793651
8,16,-0.480884314923747,0.134212710493075,-0.203613514997227,-0.298143717115686,0.254248883439709,0.603304633703206,0.0333217200148532,0.0507576606063171
9,16,-0.0184257592278153,-0.354351820771344,-0.210813983834638,-0.220876431035297,-0.362464530780338,0.733844607704999,0.0360751884315395,0.0268202475637664
10,16,0.358489798570861,-0.540731545256036,-0.415908814995273,-0.375465032115388,0.022394607807422,0.96584439291875,-0.045908217923651,0.013133749710418
1,17,-0.971332780745277,-0.447913148030676,0.188088932181512,0.386819211313428,-0.107296780042887,-0.388833165772407,0.0344156157770343,-0.0181700501045822
2,17,-1.27686223823172,-0.805665574417026,0.225344363468194,0.366096581305041,-0.496205281859174,-0.321979256819942,0.0305846808037751,-0.0426157287046969
3,17,1.5863191828968,1.29468922491059,-0.00171816189751978,0.252780325967236,0.395355559824918,-0.00560934797776783,-0.00776450987606538,-0.0206714508479876
4,17,0.277313586338663,0.311538199742298,0.0710172915509348,0.283395626733397,0.546738679692656,-0.268319118595555,-0.0163242869967447,-0.0109071277942929
5,17,-0.377109478392546,0.280585802586738,0.0872319558333321,0.426676618968538,0.721607209287579,-0.211710142202364,0.0321225697171453,0.0350523756964264
6,17,0.0766708709741986,0.0822787430748028,0.0644564653138172,0.254302867390617,-0.257726009394159,-0.518995305987696,-0.0373665160913697,0.0497537626842779
7,17,-0.520460931070433,-0.369649655499806,0.0933250119456247,0.420474703267578,-0.360617692672884,-0.449104537364562,0.140661378475086,0.076318342308659
8,17,-0.475061222767642,0.982136941658167,-0.100218019060854,0.33075636183909,0.276759030632663,-0.478864080751154,-0.168540251744316,0.0133520015517699
9,17,0.693551370024622,0.147923859717542,0.0543706262756977,0.0319429406287741,0.2766231894891,-0.295297528574148,0.00816247115985287,0.031197185133789
10,17,-0.515392329377956,0.463925495501431,0.10921900980112,0.387110378800736,-0.0515263565635503,-0.476467316924297,-0.105638854984358,0.0556552790334559
1,18,0.450440150846485,-0.585757807705475,0.307543740664115,0.142286107247613,0.360366117552002,-0.537469417237677,0.0365535809804733,-0.0134306566616068
2,18,-0.0639855670257048,0.365881941193143,0.106933611335056,0.0455517916340207,0.401535914089523,-0.136838259178921,0.0712436855390955,0.023068116736796
3,18,0.120204247026325,-0.200339688067548,0.301796997850819,0.058197972432422,0.477388266654115,-0.488621116868282,0.0500834797962014,-0.0225442243366478
4,18,0.350470343103568,0.790547034866772,0.284389949712635,-0.00448405264499707,0.559710754394144,-0.499120000088462,-0.0454130836608837,-0.019366038692355
5,18,1.10665761309403,0.190437364292557,0.324231004163441,0.0657565082397814,-0.498685103809144,-0.939030745567013,-0.135764989665773,0.0158846027597086
6,18,-0.0718740197926524,0.378234545633246,0.289850922573104,0.191905798815243,-0.179071010681132,-0.661027251056344,0.0299080363966332,0.0988877258472289
7,18,0.429527964587403,0.799720080776895,0.230965738650615,0.212945015308408,-0.566832996056424,-0.516029127429327,0.141898683855378,0.00201270763643695
8,18,0.947385065744307,-0.111370435115189,0.109492263260112,-0.0125379765056899,-0.0385693774950277,-0.279743646707766,-0.0225335481057243,0.0151158760283282
9,18,0.678782775428108,0.339681798008025,0.161382747141465,0.0777655954417704,-0.228109743365709,-0.681806837904949,0.0847565692771772,0.0877865138799851
10,18,0.346005447998029,-0.153373013311734,0.404810478224601,0.323530715890499,0.245318668878686,-0.632420385023647,-0.0198830377133535,-0.00272511497693968
1,19,-0.806259447797663,-0.582484735723202,0.281983378027971,0.484374278604102,0.271560061629287,-0.591138468988535,-0.0575693784244567,0.0271748718728547
2,19,0.360161277859895,-0.65900124233898,0.208693185325764,0.3446038861764,-0.546801479282766,-0.626811200440644,0.00189113111515074,0.0519574679357051
3,19,1.00524121219261,-0.410506357483611,0.0826834633451575,0.180427392763014,0.531730880380757,-0.34322990473826,-0.00451487573215959,0.0266011483042234
4,19,0.351637008665264,0.291362348484208,0.219161122722412,0.216405509824601,-0.224180677985154,-0.789695510067652,0.00768596104581738,0.069644173518615
5,19,0.413307173760427,-0.0782268988087624,0.17437549470986,0.17455476870434,-0.0888617685621063,-0.551521961829667,-0.186595296203597,0.00646323166788678
6,19,0.433276688091462,-0.348093514413876,0.192083454555473,0.278795017639657,-0.0608849688705068,-0.498441775114155,0.0397983868983236,0.0860463802297064
